,NRM_REGION,CATCHMENT,MMP_SITE_NAME,DEPTH,SITE_NO,LATITUDE,LONGITUDE,P_CODE,VISIT_NO,YEAR_CODE,SAMPLE_DATE,GROUP_CODE,COVER,ALGAE_COVER,SOFT_COVER,HARD_COVER
2360,Fitzroy Basin Association,Fitzroy,Pelican,5,2,-23.241783,150.8785,IN,5,2009,2009-05-20,Algae,38.88,38.88,10.88,22.88
2364,Fitzroy Basin Association,Fitzroy,Pelican,5,1,-23.238917,150.874483,IN,6,2010,2010-05-28,Algae,36.5,36.5,9.5,19.25
2368,Fitzroy Basin Association,Fitzroy,Pelican,5,2,-23.241783,150.8785,IN,6,2010,2010-05-28,Algae,33.5,33.5,7.63,36.5
2372,Fitzroy Basin Association,Fitzroy,Pelican,5,1,-23.238917,150.874483,IN,7,2011,2011-05-11,Algae,32.25,32.25,11.0,16.38
2376,Fitzroy Basin Association,Fitzroy,Pelican,5,2,-23.241783,150.8785,IN,7,2011,2011-05-11,Algae,30.15,30.15,7.51,23.4
2380,Fitzroy Basin Association,Fitzroy,Pelican,5,1,-23.238917,150.874483,IN,8,2012,2012-05-12,Algae,41.75,41.75,8.75,14.25
2384,Fitzroy Basin Association,Fitzroy,Pelican,5,2,-23.241783,150.8785,IN,8,2012,2012-05-12,Algae,50.22,50.22,6.59,15.92
2388,Fitzroy Basin Association,Fitzroy,Pelican,5,1,-23.238917,150.874483,IN,9,2013,2013-05-21,Algae,45.25,45.25,10.13,12.75
2392,Fitzroy Basin Association,Fitzroy,Pelican,5,2,-23.241783,150.8785,IN,9,2013,2013-05-21,Algae,43.5,43.5,5.88,24.0
2396,Fitzroy Basin Association,Fitzroy,Pelican,5,1,-23.238917,150.874483,IN,10,2014,2014-05-05,Algae,49.88,49.88,6.75,11.88
2400,Fitzroy Basin Association,Fitzroy,Pelican,5,2,-23.241783,150.8785,IN,10,2014,2014-05-05,Algae,45.5,45.5,6.63,22.88
2404,Fitzroy Basin Association,Fitzroy,Pelican,5,1,-23.238917,150.874483,IN,11,2015,2015-05-10,Algae,36.5,36.5,12.0,9.13
2408,Fitzroy Basin Association,Fitzroy,Pelican,5,2,-23.241783,150.8785,IN,11,2015,2015-05-10,Algae,55.75,55.75,3.88,15.25
2412,Fitzroy Basin Association,Fitzroy,Pelican,5,1,-23.238917,150.874483,IN,12,2016,2016-05-25,Algae,60.25,60.25,6.75,12.75
2416,Fitzroy Basin Association,Fitzroy,Pelican,5,2,-23.241783,150.8785,IN,12,2016,2016-05-25,Algae,70.25,70.25,2.38,17.38
2420,Fitzroy Basin Association,Fitzroy,Pelican,5,1,-23.238917,150.874483,IN,14,2018,2018-05-04,Algae,51.13,51.13,11.75,8.88
2424,Fitzroy Basin Association,Fitzroy,Pelican,5,2,-23.241783,150.8785,IN,14,2018,2018-05-04,Algae,60.88,60.88,4.63,16.13
2428,Fitzroy Basin Association,Fitzroy,Pelican,5,1,-23.238917,150.874483,IN,16,2020,2020-07-13,Algae,36.63,36.63,9.38,9.25
2432,Fitzroy Basin Association,Fitzroy,Pelican,5,2,-23.241783,150.8785,IN,16,2020,2020-07-13,Algae,35.38,35.38,6.13,32.13
2436,Mackay / Whitsunday,Proserpine,Daydream,2,1,-20.255617,148.812417,IN,1,2005,2005-07-12,Algae,52.13,52.13,4.75,42.75
2440,Mackay / Whitsunday,Proserpine,Daydream,2,2,-20.253433,148.81245,IN,1,2005,2005-07-12,Algae,45.86,45.86,23.04,16.53
2444,Mackay / Whitsunday,Proserpine,Daydream,2,1,-20.255617,148.812417,IN,2,2006,2006-05-04,Algae,43.63,43.63,5.25,47.0
2448,Mackay / Whitsunday,Proserpine,Daydream,2,2,-20.253433,148.81245,IN,2,2006,2006-05-04,Algae,47.63,47.63,12.89,29.69
2452,Mackay / Whitsunday,Proserpine,Daydream,2,1,-20.255617,148.812417,IN,3,2007,2007-06-26,Algae,43.2,43.2,9.58,42.7
2456,Mackay / Whitsunday,Proserpine,Daydream,2,2,-20.253433,148.81245,IN,3,2007,2007-06-26,Algae,41.72,41.72,17.52,30.47
2460,Mackay / Whitsunday,Proserpine,Daydream,2,1,-20.255617,148.812417,IN,4,2008,2008-06-16,Algae,42.42,42.42,5.51,39.57
2464,Mackay / Whitsunday,Proserpine,Daydream,2,2,-20.253433,148.81245,IN,4,2008,2008-06-16,Algae,49.5,49.5,14.88,22.13
2468,Mackay / Whitsunday,Proserpine,Daydream,2,1,-20.255617,148.812417,IN,5,2009,2009-07-21,Algae,45.38,45.38,5.75,37.5
2472,Mackay / Whitsunday,Proserpine,Daydream,2,2,-20.253433,148.81245,IN,5,2009,2009-07-21,Algae,45.0,45.0,17.38,26.75
2476,Mackay / Whitsunday,Proserpine,Daydream,2,1,-20.255617,148.812417,IN,6,2010,2010-06-20,Algae,57.25,57.25,4.63,15.88
2480,Mackay / Whitsunday,Proserpine,Daydream,2,2,-20.253433,148.81245,IN,6,2010,2010-06-20,Algae,55.75,55.75,9.5,23.13
2484,Mackay / Whitsunday,Proserpine,Daydream,2,1,-20.255617,148.812417,IN,7,2011,2011-05-25,Algae,35.67,35.67,4.76,18.14
2488,Mackay / Whitsunday,Proserpine,Daydream,2,2,-20.253433,148.81245,IN,7,2011,2011-05-25,Algae,47.75,47.75,12.63,19.63
2492,Mackay / Whitsunday,Proserpine,Daydream,2,1,-20.255617,148.812417,IN,8,2012,2012-05-06,Algae,42.18,42.18,4.51,15.39
2496,Mackay / Whitsunday,Proserpine,Daydream,2,2,-20.253433,148.81245,IN,8,2012,2012-05-08,Algae,48.71,48.71,14.17,23.93
2500,Mackay / Whitsunday,Proserpine,Daydream,2,1,-20.255617,148.812417,IN,9,2013,2013-07-04,Algae,37.81,37.81,6.0,16.26
2504,Mackay / Whitsunday,Proserpine,Daydream,2,2,-20.253433,148.81245,IN,9,2013,2013-07-04,Algae,46.88,46.88,15.27,18.18
2508,Mackay / Whitsunday,Proserpine,Daydream,2,1,-20.255617,148.812417,IN,10,2014,2014-05-07,Algae,55.63,55.63,6.75,19.63
2512,Mackay / Whitsunday,Proserpine,Daydream,2,2,-20.253433,148.81245,IN,10,2014,2014-07-10,Algae,55.13,55.13,11.88,25.13
2516,Mackay / Whitsunday,Proserpine,Daydream,2,1,-20.255617,148.812417,IN,12,2016,2016-05-06,Algae,33.25,33.25,7.63,39.25
2520,Mackay / Whitsunday,Proserpine,Daydream,2,2,-20.253433,148.81245,IN,12,2016,2016-05-05,Algae,38.0,38.0,17.0,34.38
2524,Mackay / Whitsunday,Proserpine,Daydream,2,1,-20.255617,148.812417,IN,13,2017,2017-07-06,Algae,3.13,3.13,0.0,1.13
2528,Mackay / Whitsunday,Proserpine,Daydream,2,2,-20.253433,148.81245,IN,13,2017,2017-07-07,Algae,58.38,58.38,0.0,0.13
2532,Mackay / Whitsunday,Proserpine,Daydream,2,1,-20.255617,148.812417,IN,14,2018,2018-06-14,Algae,17.38,17.38,0.0,0.63
2536,Mackay / Whitsunday,Proserpine,Daydream,2,2,-20.253433,148.81245,IN,14,2018,2018-06-15,Algae,70.63,70.63,0.13,0.38
2540,Mackay / Whitsunday,Proserpine,Daydream,2,1,-20.255617,148.812417,IN,16,2020,2020-06-13,Algae,54.25,54.25,0.0,0.38
2544,Mackay / Whitsunday,Proserpine,Daydream,2,2,-20.253433,148.81245,IN,16,2020,2020-06-24,Algae,64.88,64.88,0.38,0.88
2548,Mackay / Whitsunday,Proserpine,Daydream,5,1,-20.25575,148.81215,IN,1,2005,2005-07-12,Algae,36.88,36.88,6.0,33.75
2552,Mackay / Whitsunday,Proserpine,Daydream,5,2,-20.25345,148.812283,IN,1,2005,2005-07-12,Algae,36.5,36.5,2.63,55.25
2556,Mackay / Whitsunday,Proserpine,Daydream,5,1,-20.25575,148.81215,IN,2,2006,2006-05-04,Algae,39.82,39.82,6.84,40.27
2560,Mackay / Whitsunday,Proserpine,Daydream,5,2,-20.25345,148.812283,IN,2,2006,2006-05-04,Algae,39.92,39.92,3.53,51.08
2564,Mackay / Whitsunday,Proserpine,Daydream,5,1,-20.25575,148.81215,IN,3,2007,2007-06-26,Algae,30.13,30.13,8.63,40.25
2568,Mackay / Whitsunday,Proserpine,Daydream,5,2,-20.25345,148.812283,IN,3,2007,2007-06-26,Algae,34.75,34.75,4.0,57.0
2572,Mackay / Whitsunday,Proserpine,Daydream,5,1,-20.25575,148.81215,IN,4,2008,2008-06-16,Algae,28.66,28.66,4.88,39.29
2576,Mackay / Whitsunday,Proserpine,Daydream,5,2,-20.25345,148.812283,IN,4,2008,2008-06-16,Algae,40.27,40.27,4.14,43.94
2580,Mackay / Whitsunday,Proserpine,Daydream,5,1,-20.25575,148.81215,IN,5,2009,2009-07-21,Algae,27.13,27.13,2.25,35.0
2584,Mackay / Whitsunday,Proserpine,Daydream,5,2,-20.25345,148.812283,IN,5,2009,2009-07-21,Algae,39.88,39.88,0.88,47.5
2588,Mackay / Whitsunday,Proserpine,Daydream,5,1,-20.25575,148.81215,IN,6,2010,2010-06-20,Algae,39.31,39.31,2.76,18.71
2592,Mackay / Whitsunday,Proserpine,Daydream,5,2,-20.25345,148.812283,IN,6,2010,2010-06-20,Algae,54.75,54.75,1.63,30.0
2596,Mackay / Whitsunday,Proserpine,Daydream,5,1,-20.25575,148.81215,IN,7,2011,2011-05-25,Algae,33.53,33.53,3.26,13.76
2600,Mackay / Whitsunday,Proserpine,Daydream,5,2,-20.25345,148.812283,IN,7,2011,2011-05-25,Algae,43.63,43.63,2.75,28.63
2604,Mackay / Whitsunday,Proserpine,Daydream,5,1,-20.25575,148.81215,IN,8,2012,2012-07-25,Algae,25.63,25.63,3.25,21.63
2608,Mackay / Whitsunday,Proserpine,Daydream,5,2,-20.25345,148.812283,IN,8,2012,2012-07-25,Algae,43.63,43.63,2.0,31.25
2612,Mackay / Whitsunday,Proserpine,Daydream,5,1,-20.25575,148.81215,IN,9,2013,2013-07-04,Algae,34.49,34.49,3.5,14.41
2616,Mackay / Whitsunday,Proserpine,Daydream,5,2,-20.25345,148.812283,IN,9,2013,2013-07-04,Algae,45.61,45.61,2.88,34.09
2620,Mackay / Whitsunday,Proserpine,Daydream,5,1,-20.25575,148.81215,IN,10,2014,2014-05-07,Algae,44.88,44.88,4.5,19.63
2624,Mackay / Whitsunday,Proserpine,Daydream,5,2,-20.25345,148.812283,IN,10,2014,2014-07-10,Algae,50.75,50.75,2.75,36.75
2628,Mackay / Whitsunday,Proserpine,Daydream,5,1,-20.25575,148.81215,IN,12,2016,2016-05-04,Algae,39.25,39.25,4.88,26.75
2632,Mackay / Whitsunday,Proserpine,Daydream,5,2,-20.25345,148.812283,IN,12,2016,2016-05-05,Algae,35.32,35.32,3.01,54.67
2636,Mackay / Whitsunday,Proserpine,Daydream,5,1,-20.25575,148.81215,IN,13,2017,2017-07-06,Algae,19.38,19.38,0.13,5.25
2640,Mackay / Whitsunday,Proserpine,Daydream,5,2,-20.25345,148.812283,IN,13,2017,2017-07-06,Algae,37.0,37.0,0.13,3.25
2644,Mackay / Whitsunday,Proserpine,Daydream,5,1,-20.25575,148.81215,IN,14,2018,2018-06-14,Algae,33.0,33.0,0.0,5.5
2648,Mackay / Whitsunday,Proserpine,Daydream,5,2,-20.25345,148.812283,IN,14,2018,2018-06-15,Algae,71.88,71.88,0.0,1.0
2652,Mackay / Whitsunday,Proserpine,Daydream,5,1,-20.25575,148.81215,IN,16,2020,2020-06-13,Algae,31.0,31.0,0.13,4.13
2656,Mackay / Whitsunday,Proserpine,Daydream,5,2,-20.25345,148.812283,IN,16,2020,2020-06-24,Algae,69.0,69.0,0.13,1.63
2660,Mackay / Whitsunday,Proserpine,Dent,2,1,-20.34495,148.938183,IN,1,2005,2005-07-15,Algae,27.16,27.16,10.26,52.56
2664,Mackay / Whitsunday,Proserpine,Dent,2,2,-20.347433,148.937017,IN,1,2005,2005-07-15,Algae,37.15,37.15,9.26,44.95
2668,Mackay / Whitsunday,Proserpine,Dent,2,1,-20.34495,148.938183,IN,2,2006,2006-05-08,Algae,20.5,20.5,11.25,59.25
2672,Mackay / Whitsunday,Proserpine,Dent,2,2,-20.347433,148.937017,IN,2,2006,2006-05-08,Algae,27.75,27.75,9.63,56.38
2676,Mackay / Whitsunday,Proserpine,Dent,2,1,-20.34495,148.938183,IN,3,2007,2007-06-27,Algae,29.9,29.9,11.52,51.13
2680,Mackay / Whitsunday,Proserpine,Dent,2,2,-20.347433,148.937017,IN,3,2007,2007-06-27,Algae,29.0,29.0,12.25,48.88
2684,Mackay / Whitsunday,Proserpine,Dent,2,1,-20.34495,148.938183,IN,5,2009,2009-07-22,Algae,26.25,26.25,8.13,58.88
2688,Mackay / Whitsunday,Proserpine,Dent,2,2,-20.347433,148.937017,IN,5,2009,2009-07-22,Algae,34.13,34.13,10.88,48.75
2692,Mackay / Whitsunday,Proserpine,Dent,2,1,-20.34495,148.938183,IN,7,2011,2011-05-24,Algae,33.46,33.46,9.44,48.8
2696,Mackay / Whitsunday,Proserpine,Dent,2,2,-20.347433,148.937017,IN,7,2011,2011-05-24,Algae,31.09,31.09,10.03,40.59
2700,Mackay / Whitsunday,Proserpine,Dent,2,1,-20.34495,148.938183,IN,9,2013,2013-07-03,Algae,27.85,27.85,5.9,57.4
2704,Mackay / Whitsunday,Proserpine,Dent,2,2,-20.347433,148.937017,IN,9,2013,2013-07-03,Algae,30.28,30.28,12.4,45.07
2708,Mackay / Whitsunday,Proserpine,Dent,2,1,-20.34495,148.938183,IN,11,2015,2015-07-10,Algae,20.9,20.9,8.5,65.35
2712,Mackay / Whitsunday,Proserpine,Dent,2,2,-20.347433,148.937017,IN,11,2015,2015-07-11,Algae,32.16,32.16,9.27,51.56
2716,Mackay / Whitsunday,Proserpine,Dent,2,1,-20.34495,148.938183,IN,13,2017,2017-07-05,Algae,63.25,63.25,2.13,26.38
2720,Mackay / Whitsunday,Proserpine,Dent,2,2,-20.347433,148.937017,IN,13,2017,2017-07-05,Algae,40.13,40.13,5.38,37.25
2724,Mackay / Whitsunday,Proserpine,Dent,2,1,-20.34495,148.938183,IN,15,2019,2019-07-10,Algae,82.88,82.88,4.75,9.5
2728,Mackay / Whitsunday,Proserpine,Dent,2,2,-20.347433,148.937017,IN,15,2019,2019-07-10,Algae,45.25,45.25,8.63,30.25
2732,Mackay / Whitsunday,Proserpine,Dent,2,1,-20.34495,148.938183,IN,16,2020,2020-06-25,Algae,85.5,85.5,4.13,7.0
2736,Mackay / Whitsunday,Proserpine,Dent,2,2,-20.347433,148.937017,IN,16,2020,2020-06-25,Algae,43.38,43.38,3.75,37.25
2740,Mackay / Whitsunday,Proserpine,Dent,5,1,-20.344983,148.938217,IN,1,2005,2005-07-15,Algae,32.95,32.95,6.14,52.13
2744,Mackay / Whitsunday,Proserpine,Dent,5,2,-20.347433,148.93705,IN,1,2005,2005-07-15,Algae,40.75,40.75,2.38,50.13
2748,Mackay / Whitsunday,Proserpine,Dent,5,1,-20.344983,148.938217,IN,2,2006,2006-05-08,Algae,34.38,34.38,3.88,52.5
2752,Mackay / Whitsunday,Proserpine,Dent,5,2,-20.347433,148.93705,IN,2,2006,2006-05-08,Algae,34.0,34.0,3.13,46.13
2756,Mackay / Whitsunday,Proserpine,Dent,5,1,-20.344983,148.938217,IN,3,2007,2007-06-27,Algae,45.98,45.98,3.38,43.87
2760,Mackay / Whitsunday,Proserpine,Dent,5,2,-20.347433,148.93705,IN,3,2007,2007-06-27,Algae,43.5,43.5,3.01,42.22
2764,Mackay / Whitsunday,Proserpine,Dent,5,1,-20.344983,148.938217,IN,5,2009,2009-07-22,Algae,44.63,44.63,2.0,47.25
2768,Mackay / Whitsunday,Proserpine,Dent,5,2,-20.347433,148.93705,IN,5,2009,2009-07-22,Algae,40.42,40.42,2.01,44.05
2772,Mackay / Whitsunday,Proserpine,Dent,5,1,-20.344983,148.938217,IN,7,2011,2011-05-24,Algae,52.82,52.82,2.64,33.34
2776,Mackay / Whitsunday,Proserpine,Dent,5,2,-20.347433,148.93705,IN,7,2011,2011-05-24,Algae,41.49,41.49,2.14,37.95
2780,Mackay / Whitsunday,Proserpine,Dent,5,1,-20.344983,148.938217,IN,9,2013,2013-07-03,Algae,50.01,50.01,1.63,36.69
2784,Mackay / Whitsunday,Proserpine,Dent,5,2,-20.347433,148.93705,IN,9,2013,2013-07-03,Algae,40.82,40.82,3.26,39.09
2788,Mackay / Whitsunday,Proserpine,Dent,5,1,-20.344983,148.938217,IN,11,2015,2015-07-10,Algae,34.16,34.16,3.38,57.71
2792,Mackay / Whitsunday,Proserpine,Dent,5,2,-20.347433,148.93705,IN,11,2015,2015-07-11,Algae,37.75,37.75,1.63,47.75
2796,Mackay / Whitsunday,Proserpine,Dent,5,1,-20.344983,148.938217,IN,13,2017,2017-07-05,Algae,54.38,54.38,1.38,31.75
2800,Mackay / Whitsunday,Proserpine,Dent,5,2,-20.347433,148.93705,IN,13,2017,2017-07-05,Algae,33.25,33.25,1.0,37.5
2804,Mackay / Whitsunday,Proserpine,Dent,5,1,-20.344983,148.938217,IN,15,2019,2019-07-10,Algae,73.13,73.13,1.25,19.88
2808,Mackay / Whitsunday,Proserpine,Dent,5,2,-20.347433,148.93705,IN,15,2019,2019-07-10,Algae,41.5,41.5,2.25,36.5
2812,Mackay / Whitsunday,Proserpine,Dent,5,1,-20.344983,148.938217,IN,16,2020,2020-06-25,Algae,72.13,72.13,3.5,17.5
2816,Mackay / Whitsunday,Proserpine,Dent,5,2,-20.347433,148.93705,IN,16,2020,2020-06-25,Algae,34.5,34.5,3.75,44.63
2820,Mackay / Whitsunday,Proserpine,Double Cone,2,1,-20.104817,148.72175,IN,1,2005,2005-07-09,Algae,67.5,67.5,2.63,25.25
2824,Mackay / Whitsunday,Proserpine,Double Cone,2,2,-20.105733,148.71885,IN,1,2005,2005-07-09,Algae,41.88,41.88,14.63,41.38
2828,Mackay / Whitsunday,Proserpine,Double Cone,2,1,-20.104817,148.72175,IN,2,2006,2006-05-06,Algae,60.85,60.85,4.28,30.32
2832,Mackay / Whitsunday,Proserpine,Double Cone,2,2,-20.105733,148.71885,IN,2,2006,2006-05-06,Algae,41.21,41.21,13.55,43.11
2836,Mackay / Whitsunday,Proserpine,Double Cone,2,1,-20.104817,148.72175,IN,3,2007,2007-06-28,Algae,54.13,54.13,6.25,35.63
2840,Mackay / Whitsunday,Proserpine,Double Cone,2,2,-20.105733,148.71885,IN,3,2007,2007-06-28,Algae,39.65,39.65,15.77,42.57
2844,Mackay / Whitsunday,Proserpine,Double Cone,2,1,-20.104817,148.72175,IN,4,2008,2008-06-18,Algae,50.13,50.13,5.25,39.75
2848,Mackay / Whitsunday,Proserpine,Double Cone,2,2,-20.105733,148.71885,IN,4,2008,2008-06-18,Algae,28.79,28.79,20.14,48.69
2852,Mackay / Whitsunday,Proserpine,Double Cone,2,1,-20.104817,148.72175,IN,5,2009,2009-07-23,Algae,48.63,48.63,5.5,42.13
2856,Mackay / Whitsunday,Proserpine,Double Cone,2,2,-20.105733,148.71885,IN,5,2009,2009-07-23,Algae,33.63,33.63,21.63,41.25
2860,Mackay / Whitsunday,Proserpine,Double Cone,2,1,-20.104817,148.72175,IN,6,2010,2010-06-19,Algae,52.75,52.75,7.25,33.88
2864,Mackay / Whitsunday,Proserpine,Double Cone,2,2,-20.105733,148.71885,IN,6,2010,2010-06-19,Algae,44.38,44.38,20.75,32.5
2868,Mackay / Whitsunday,Proserpine,Double Cone,2,1,-20.104817,148.72175,IN,7,2011,2011-05-23,Algae,47.88,47.88,8.75,37.5
2872,Mackay / Whitsunday,Proserpine,Double Cone,2,2,-20.105733,148.71885,IN,7,2011,2011-05-23,Algae,37.75,37.75,22.88,37.0
2876,Mackay / Whitsunday,Proserpine,Double Cone,2,1,-20.104817,148.72175,IN,8,2012,2012-05-07,Algae,41.55,41.55,4.83,44.53
2880,Mackay / Whitsunday,Proserpine,Double Cone,2,2,-20.105733,148.71885,IN,8,2012,2012-05-07,Algae,32.05,32.05,17.05,46.49
2884,Mackay / Whitsunday,Proserpine,Double Cone,2,1,-20.104817,148.72175,IN,9,2013,2013-07-02,Algae,28.28,28.28,8.76,53.7
2888,Mackay / Whitsunday,Proserpine,Double Cone,2,2,-20.105733,148.71885,IN,9,2013,2013-07-02,Algae,18.63,18.63,20.13,57.13
2892,Mackay / Whitsunday,Proserpine,Double Cone,2,1,-20.104817,148.72175,IN,10,2014,2014-07-09,Algae,37.13,37.13,8.5,51.5
2896,Mackay / Whitsunday,Proserpine,Double Cone,2,2,-20.105733,148.71885,IN,10,2014,2014-07-09,Algae,13.63,13.63,21.75,64.38
2900,Mackay / Whitsunday,Proserpine,Double Cone,2,1,-20.104817,148.72175,IN,12,2016,2016-05-04,Algae,26.38,26.38,6.0,65.0
2904,Mackay / Whitsunday,Proserpine,Double Cone,2,2,-20.105733,148.71885,IN,12,2016,2016-05-04,Algae,17.0,17.0,14.25,68.5
2908,Mackay / Whitsunday,Proserpine,Double Cone,2,1,-20.104817,148.72175,IN,13,2017,2017-06-30,Algae,53.25,53.25,0.63,2.38
2912,Mackay / Whitsunday,Proserpine,Double Cone,2,2,-20.105733,148.71885,IN,13,2017,2017-06-30,Algae,24.38,24.38,0.25,1.25
2916,Mackay / Whitsunday,Proserpine,Double Cone,2,1,-20.104817,148.72175,IN,14,2018,2018-06-15,Algae,77.88,77.88,0.38,1.38
2920,Mackay / Whitsunday,Proserpine,Double Cone,2,2,-20.105733,148.71885,IN,14,2018,2018-06-15,Algae,82.38,82.38,0.0,0.13
2924,Mackay / Whitsunday,Proserpine,Double Cone,2,1,-20.104817,148.72175,IN,15,2019,2019-07-11,Algae,73.63,73.63,0.0,1.38
2928,Mackay / Whitsunday,Proserpine,Double Cone,2,2,-20.105733,148.71885,IN,15,2019,2019-07-11,Algae,72.38,72.38,0.0,1.25
2932,Mackay / Whitsunday,Proserpine,Double Cone,2,1,-20.104817,148.72175,IN,16,2020,2020-06-13,Algae,71.13,71.13,0.88,2.63
2936,Mackay / Whitsunday,Proserpine,Double Cone,2,2,-20.105733,148.71885,IN,16,2020,2020-06-13,Algae,64.0,64.0,0.13,0.5
2940,Mackay / Whitsunday,Proserpine,Double Cone,5,1,-20.104917,148.72175,IN,1,2005,2005-07-09,Algae,19.88,19.88,10.13,64.63
2944,Mackay / Whitsunday,Proserpine,Double Cone,5,2,-20.10595,148.719017,IN,1,2005,2005-07-09,Algae,16.88,16.88,4.75,75.63
2948,Mackay / Whitsunday,Proserpine,Double Cone,5,1,-20.104917,148.72175,IN,2,2006,2006-05-06,Algae,21.5,21.5,12.0,63.5
2952,Mackay / Whitsunday,Proserpine,Double Cone,5,2,-20.10595,148.719017,IN,2,2006,2006-05-06,Algae,20.0,20.0,5.75,71.88
2956,Mackay / Whitsunday,Proserpine,Double Cone,5,1,-20.104917,148.72175,IN,3,2007,2007-06-28,Algae,24.0,24.0,8.88,63.38
2960,Mackay / Whitsunday,Proserpine,Double Cone,5,2,-20.10595,148.719017,IN,3,2007,2007-06-28,Algae,15.38,15.38,6.13,76.5
2964,Mackay / Whitsunday,Proserpine,Double Cone,5,1,-20.104917,148.72175,IN,4,2008,2008-06-18,Algae,21.88,21.88,11.75,63.25
2968,Mackay / Whitsunday,Proserpine,Double Cone,5,2,-20.10595,148.719017,IN,4,2008,2008-06-18,Algae,19.38,19.38,6.0,73.13
2972,Mackay / Whitsunday,Proserpine,Double Cone,5,1,-20.104917,148.72175,IN,5,2009,2009-07-23,Algae,24.88,24.88,9.0,61.63
2976,Mackay / Whitsunday,Proserpine,Double Cone,5,2,-20.10595,148.719017,IN,5,2009,2009-07-23,Algae,13.0,13.0,5.0,73.5
2980,Mackay / Whitsunday,Proserpine,Double Cone,5,1,-20.104917,148.72175,IN,6,2010,2010-06-19,Algae,31.25,31.25,8.63,54.5
2984,Mackay / Whitsunday,Proserpine,Double Cone,5,2,-20.10595,148.719017,IN,6,2010,2010-06-19,Algae,23.38,23.38,4.0,67.5
2988,Mackay / Whitsunday,Proserpine,Double Cone,5,1,-20.104917,148.72175,IN,7,2011,2011-05-23,Algae,27.63,27.63,9.38,58.25
2992,Mackay / Whitsunday,Proserpine,Double Cone,5,2,-20.10595,148.719017,IN,7,2011,2011-05-23,Algae,21.5,21.5,5.0,70.5
2996,Mackay / Whitsunday,Proserpine,Double Cone,5,1,-20.104917,148.72175,IN,8,2012,2012-05-07,Algae,30.25,30.25,6.5,56.88
3000,Mackay / Whitsunday,Proserpine,Double Cone,5,2,-20.10595,148.719017,IN,8,2012,2012-05-07,Algae,22.15,22.15,2.76,65.91
3004,Mackay / Whitsunday,Proserpine,Double Cone,5,1,-20.104917,148.72175,IN,9,2013,2013-07-02,Algae,20.88,20.88,5.75,65.75
3008,Mackay / Whitsunday,Proserpine,Double Cone,5,2,-20.10595,148.719017,IN,9,2013,2013-07-02,Algae,12.26,12.26,2.5,77.99
3012,Mackay / Whitsunday,Proserpine,Double Cone,5,1,-20.104917,148.72175,IN,10,2014,2014-07-09,Algae,29.63,29.63,5.63,61.63
3016,Mackay / Whitsunday,Proserpine,Double Cone,5,2,-20.10595,148.719017,IN,10,2014,2014-07-09,Algae,20.88,20.88,2.75,74.75
3020,Mackay / Whitsunday,Proserpine,Double Cone,5,1,-20.104917,148.72175,IN,12,2016,2016-05-04,Algae,20.13,20.13,8.13,68.25
3024,Mackay / Whitsunday,Proserpine,Double Cone,5,2,-20.10595,148.719017,IN,12,2016,2016-05-04,Algae,19.25,19.25,3.63,75.63
3028,Mackay / Whitsunday,Proserpine,Double Cone,5,1,-20.104917,148.72175,IN,13,2017,2017-06-30,Algae,41.63,41.63,2.75,12.13
3032,Mackay / Whitsunday,Proserpine,Double Cone,5,2,-20.10595,148.719017,IN,13,2017,2017-06-30,Algae,13.88,13.88,0.63,26.88
3036,Mackay / Whitsunday,Proserpine,Double Cone,5,1,-20.104917,148.72175,IN,14,2018,2018-06-15,Algae,67.63,67.63,0.88,11.75
3040,Mackay / Whitsunday,Proserpine,Double Cone,5,2,-20.10595,148.719017,IN,14,2018,2018-06-15,Algae,59.75,59.75,0.38,24.38
3044,Mackay / Whitsunday,Proserpine,Double Cone,5,1,-20.104917,148.72175,IN,15,2019,2019-07-11,Algae,75.25,75.25,0.5,11.75
3048,Mackay / Whitsunday,Proserpine,Double Cone,5,2,-20.10595,148.719017,IN,15,2019,2019-07-11,Algae,64.25,64.25,0.13,24.0
3052,Mackay / Whitsunday,Proserpine,Double Cone,5,1,-20.104917,148.72175,IN,16,2020,2020-06-13,Algae,64.75,64.75,1.75,12.38
3056,Mackay / Whitsunday,Proserpine,Double Cone,5,2,-20.10595,148.719017,IN,16,2020,2020-06-13,Algae,56.25,56.25,0.75,25.42
3060,Mackay / Whitsunday,Proserpine,Hook,2,1,-20.168117,148.8872,IN,1,2005,2005-07-14,Algae,33.92,33.92,21.17,34.4
3064,Mackay / Whitsunday,Proserpine,Hook,2,2,-20.165667,148.883933,IN,1,2005,2005-07-14,Algae,51.0,51.0,27.38,14.13
3068,Mackay / Whitsunday,Proserpine,Hook,2,1,-20.168117,148.8872,IN,2,2006,2006-05-05,Algae,36.25,36.25,24.25,32.75
3072,Mackay / Whitsunday,Proserpine,Hook,2,2,-20.165667,148.883933,IN,2,2006,2006-05-05,Algae,42.05,42.05,30.18,12.51
3076,Mackay / Whitsunday,Proserpine,Hook,2,1,-20.168117,148.8872,IN,4,2008,2008-06-17,Algae,44.88,44.88,19.13,32.75
3080,Mackay / Whitsunday,Proserpine,Hook,2,2,-20.165667,148.883933,IN,4,2008,2008-06-17,Algae,39.25,39.25,32.25,16.0
3084,Mackay / Whitsunday,Proserpine,Hook,2,1,-20.168117,148.8872,IN,6,2010,2010-06-17,Algae,49.53,49.53,21.36,24.59
